"Player","nfl_Season","nfl_Tm","nfl_Age","nfl_Pos","nfl_G","nfl_Rushing GS","nfl_Rushing Att","nfl_Rushing Yds","nfl_Rushing TD","nfl_Rushing Lng","nfl_Rushing Y/A","nfl_Rushing Y/G","nfl_Rushing Fmb","nfl_GS","nfl_Tgt","nfl_Rec","nfl_Ctch%","nfl_Yds","nfl_Y/R","nfl_TD","nfl_Lng","nfl_Y/Tgt","nfl_R/G","nfl_Y/G","nfl_Fmb","cfb_Season","cfb_School","cfb_Conf","cfb_Att","cfb_ReceivingAvg","cfb_Senior_G","cfb_Junior_G","cfb_Sophomore_G","cfb_Freshman_G","cfb_RS_Freshman_G","cfb_Senior_Att","cfb_Junior_Att","cfb_Sophomore_Att","cfb_Freshman_Att","cfb_RS_Freshman_Att","cfb_Senior_RushingYds","cfb_Junior_RushingYds","cfb_Sophomore_RushingYds","cfb_Freshman_RushingYds","cfb_RS_Freshman_RushingYds","cfb_Senior_RushingAvg","cfb_Junior_RushingAvg","cfb_Sophomore_RushingAvg","cfb_Freshman_RushingAvg","cfb_RS_Freshman_RushingAvg","cfb_Senior_RushingTD","cfb_Junior_RushingTD","cfb_Sophomore_RushingTD","cfb_Freshman_RushingTD","cfb_RS_Freshman_RushingTD","cfb_Senior_Rec","cfb_Junior_Rec","cfb_Sophomore_Rec","cfb_Freshman_Rec","cfb_RS_Freshman_Rec","cfb_Senior_ReceivingYds","cfb_Junior_ReceivingYds","cfb_Sophomore_ReceivingYds","cfb_Freshman_ReceivingYds","cfb_RS_Freshman_ReceivingYds","cfb_Senior_ReceivingTD","cfb_Junior_ReceivingTD","cfb_Sophomore_ReceivingTD","cfb_Freshman_ReceivingTD","cfb_RS_Freshman_ReceivingTD","cfb_Senior_ScrimmagePlays","cfb_Junior_ScrimmagePlays","cfb_Sophomore_ScrimmagePlays","cfb_Freshman_ScrimmagePlays","cfb_RS_Freshman_ScrimmagePlays","cfb_Senior_ScrimmageYds","cfb_Junior_ScrimmageYds","cfb_Sophomore_ScrimmageYds","cfb_Freshman_ScrimmageYds","cfb_RS_Freshman_ScrimmageYds","cfb_Senior_ScrimmageAvg","cfb_Junior_ScrimmageAvg","cfb_Sophomore_ScrimmageAvg","cfb_Freshman_ScrimmageAvg","cfb_RS_Freshman_ScrimmageAvg","cfb_Senior_ScrimmageTD","cfb_Junior_ScrimmageTD","cfb_Sophomore_ScrimmageTD","cfb_Freshman_ScrimmageTD","cfb_RS_Freshman_ScrimmageTD","combine_Year","combine_Pos","combine_Age","combine_AV","combine_School","combine_College","combine_Height","combine_Wt","combine_40YD","combine_Vertical","combine_BenchReps","combine_Broad Jump","combine_3Cone","combine_Shuttle","combine_Drafted (tm/rnd/yr)"
"Amari Cooper",2015,"OAK","21","WR","16","15","3","-3","0","2","-1","-0.2","1","15","130","72","55.4%","1070","14.9","6","68","8.2","4.5","66.9","1",2014,"Alabama","SEC","5","13.9","14","11","14",NA,NA,"5","1",NA,NA,NA,"23","28",NA,NA,NA,"4.6","28",NA,NA,NA,"0","0",NA,NA,NA,"124","45","59",NA,NA,"1727","736","1000",NA,NA,"16","4","11",NA,NA,"129","46","59",NA,NA,"1750","764","1000",NA,NA,"13.6","16.6","16.9",NA,NA,"16","4","11",NA,NA,2015,"WR",20,33,"Alabama","College Stats","1-Jun",211,4.42,33,NA,120,6.71,3.98,"Oakland Raiders / 1st / 4th pick / 2015"
"Ameer Abdullah",2015,"DET","22","RB","16","9","143","597","2","36","4.2","37.3","5","9","38","25","65.8%","183","7.3","1","36","4.8","1.6","11.4","5",2014,"Nebraska","Big Ten","264","12.2","13","13","14",NA,NA,"264","281","226",NA,NA,"1611","1690","1137",NA,NA,"6.1","6","5",NA,NA,"19","9","8",NA,NA,"22","26","24",NA,NA,"269","232","178",NA,NA,"3","2","2",NA,NA,"286","307","250",NA,NA,"1880","1922","1315",NA,NA,"6.6","6.3","5.3",NA,NA,"22","11","10",NA,NA,2015,"RB",21,11,"Nebraska","College Stats","9-May",205,4.6,42.5,24,130,6.79,3.95,"Detroit Lions / 2nd / 54th pick / 2015"
"Andre Caldwell",2014,"DEN","29","wr","16",NA,NA,NA,NA,NA,NA,NA,NA,"2","15","5","33.30%","47","9.4","0","15","3.1","0.3","2.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Ellington",2014,"ARI","25","RB","12","12","201","660","3","22","3.3","55","2","12","64","46","71.90%","395","8.6","2","81","6.2","3.8","32.9","2",2012,"Clemson","ACC","212","16.6","13","13","9",NA,NA,"212","223","118",NA,NA,"1081","1178","686",NA,NA,"5.1","5.3","5.8",NA,NA,"8","11","10",NA,NA,"14","22","12",NA,NA,"232","109","109",NA,NA,"1","0","1",NA,NA,"226","245","130",NA,NA,"1313","1287","795",NA,NA,"5.8","5.3","6.1",NA,NA,"9","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Holmes",2014,"OAK","26","WR","16",NA,NA,NA,NA,NA,NA,NA,NA,"13","99","47","47.50%","693","14.7","4","77","7","2.9","43.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Johnson",2014,"HOU","33","WR","15",NA,NA,NA,NA,NA,NA,NA,NA,"15","146","85","58.20%","936","11","3","35","6.4","5.7","62.4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Roberts",2014,"WAS","26","wr","16","4","2","21","0","19","10.5","1.3","4","4","73","36","49.30%","453","12.6","2","61","6.2","2.3","28.3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Williams",2014,"NYG","22","rb/wr","16","7","217","721","7","50","3.3","45.1","1","7","37","18","48.60%","130","7.2","0","24","3.5","1.1","8.1","1",2013,"Boston College","ACC","355",NA,"13","9","10","12",NA,"355","130","124","95",NA,"2177","584","517","461",NA,"6.1","4.5","4.2","4.9",NA,"18","4","4","2",NA,"0","4","2","4",NA,"0","34","11","15",NA,"0","0","0","0",NA,"355","134","126","99",NA,"2177","618","528","476",NA,"6.1","4.6","4.2","4.8",NA,"18","4","4","2",NA,2014,"RB",21,7,"Boston Col.","College Stats","11-May",230,4.56,38,NA,129,7.27,4.06,"New York Giants / 4th / 113th pick /<U+00A0>2014"
"Andrew Hawkins",2014,"CLE","28","WR","15","15","3","15","0","8","5","1","0","15","112","63","56.30%","824","13.1","2","65","7.4","4.2","54.9","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrew Luck",2014,"IND","25","QB","16","16","64","273","3","20","4.3","17.1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrew Quarless",2014,"GNB","26","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"11","46","29","63.00%","323","11.1","3","34","7","1.8","20.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrew Sendejo",2014,"MIN","27","ss","16","3","1","48","0","48","48","3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrew Turzilli",2015,"TEN","24",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0","2","2","100.0%","25","12.5","0","18","12.5","0.7","8.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andy Dalton",2014,"CIN","27","QB","16","16","60","169","4","20","2.8","10.6","4","16","1","1","100.00%","18","18","1","18","18","0.1","1.1","4",2010,"Texas Christian","MWC","86",NA,"13","13",NA,NA,NA,"86","116",NA,NA,NA,"435","512",NA,NA,NA,"5.1","4.4",NA,NA,NA,"6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","116",NA,NA,NA,"435","512",NA,NA,NA,"5.1","4.4",NA,NA,NA,"6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andy Janovich",2016,"DEN","23","fb","11","5","4","33","1","28","8.3","3","0","5","7","5","71.4%","44","8.8","0","13","6.3","0.5","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"FB",22,2,"Nebraska","College Stats","1-Jun",238,4.81,34,30,119,7.28,4.32,"Denver Broncos / 6th / 176th pick /<U+00A0>2016"
"Andy Jones",2018,"DET","24","wr","8",NA,NA,NA,NA,NA,NA,NA,NA,"3","24","11","45.80%","80","7.3","1","15","3.3","1.4","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anquan Boldin",2014,"SFO","34","WR","16","16","1","4","0","4","4","0.3","0","16","130","83","63.80%","1062","12.8","5","76","8.2","5.2","66.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Castonzo",2014,"IND","26","LT","16",NA,NA,NA,NA,NA,NA,NA,NA,"16","1","1","100.00%","1","1","1","1","1","0.1","0.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Dixon",2014,"BUF","27",NA,"16","0","105","432","2","47","4.1","27","1","0","9","8","88.90%","49","6.1","0","10","5.4","0.5","3.1","1",2009,"Mississippi State","SEC","257","6.8","11",NA,NA,NA,NA,"257",NA,NA,NA,NA,"1391",NA,NA,NA,NA,"5.4",NA,NA,NA,NA,"12",NA,NA,NA,NA,"18",NA,NA,NA,NA,"123",NA,NA,NA,NA,"0",NA,NA,NA,NA,"275",NA,NA,NA,NA,"1514",NA,NA,NA,NA,"5.5",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Fasano",2014,"KAN","30","TE","15",NA,NA,NA,NA,NA,NA,NA,NA,"13","36","25","69.40%","226","9","4","22","6.3","1.7","15.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Firkser",2018,"TEN","23",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"0","20","19","95.00%","225","11.8","1","28","11.3","1.6","18.8","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Levine",2015,"BAL","28",NA,"16","0","1","3","0","3","3","0.2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Miller",2018,"CHI","24","wr","15","4","6","26","0","9","4.3","1.7","1","4","54","33","61.10%","423","12.8","7","55","7.8","2.2","28.2","1",2017,"Memphis","American","10","15.2","13","13","12",NA,NA,"10","12","9",NA,NA,"25","69","54",NA,NA,"2.5","5.8","6",NA,NA,"0","1","2",NA,NA,"96","95","47",NA,NA,"1462","1434","694",NA,NA,"18","14","5",NA,NA,"106","107","56",NA,NA,"1487","1503","748",NA,NA,"14","14","13.4",NA,NA,"18","15","7",NA,NA,2018,"WR",23,4,"Memphis","College Stats","11-May",201,NA,NA,22,NA,NA,NA,"Chicago Bears / 2nd / 51st pick /<U+00A0>2018"
"Anthony Sherman",2014,"KAN","26","fb","16","6","2","8","0","4","4","0.5","0","6","14","10","71.40%","71","7.1","1","24","5.1","0.6","4.4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antone Smith",2014,"ATL","29",NA,"10","0","23","144","2","48","6.3","14.4","1","0","15","13","86.70%","222","17.1","3","74","14.8","1.3","22.2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Andrews",2014,"TEN","22",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"0","2","2","100.00%","11","5.5","0","6","5.5","0.5","2.8","0",2013,"Western Kentucky","Sun Belt","267","11.7","12","13","13",NA,NA,"267","304","304",NA,NA,"1730","1728","1728",NA,NA,"6.5","5.7","5.7",NA,NA,"16","11","11",NA,NA,"41","37","37",NA,NA,"478","432","432",NA,NA,"0","3","3",NA,NA,"308","341","341",NA,NA,"2208","2160","2160",NA,NA,"7.2","6.3","6.3",NA,NA,"16","14","14",NA,NA,2014,"RB",21,4,"Western Kentucky","College Stats","10-May",225,4.82,29.5,20,106,7.24,4.49,NA
"Antonio Brown",2014,"PIT","26","WR","16","16","4","13","0","9","3.3","0.8","2","16","181","129","71.30%","1698","13.2","13","63","9.4","8.1","106.1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Callaway",2018,"CLE","21","WR","16","11","2","7","0","15","3.5","0.4","1","11","79","43","54.40%","586","13.6","5","71","7.4","2.7","36.6","1",2016,"Florida","SEC","5","13.4","12","14",NA,NA,NA,"5","3",NA,NA,NA,"32","19",NA,NA,NA,"6.4","6.3",NA,NA,NA,"1","0",NA,NA,NA,"54","35",NA,NA,NA,"721","678",NA,NA,NA,"3","4",NA,NA,NA,"59","38",NA,NA,NA,"753","697",NA,NA,NA,"12.8","18.3",NA,NA,NA,"4","4",NA,NA,NA,2018,"WR",21,4,"Florida","College Stats","11-May",200,4.41,34,NA,121,NA,NA,"Cleveland Browns / 4th / 105th pick /<U+00A0>2018"
"Antonio Gates",2014,"SDG","34","TE","16",NA,NA,NA,NA,NA,NA,NA,NA,"14","98","69","70.40%","821","11.9","12","34","8.4","4.3","51.3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antony Auclair",2017,"TAM","24","te/wr","8",NA,NA,NA,NA,NA,NA,NA,NA,"3","2","2","100.0%","25","12.5","0","14","12.5","0.3","3.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antwon Blake",2014,"PIT","24","lcb","16",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","100.00%","25","25","0","25","25","0.1","1.6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ArDarius Stewart",2017,"NYJ","24","wr","15","2","7","27","0","11","3.9","1.8","0","2","13","6","46.2%","82","13.7","0","46","6.3","0.4","5.5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"WR",23,1,"Alabama","College Stats","11-May",204,4.49,34,NA,124,NA,NA,"New York Jets / 3rd / 79th pick /<U+00A0>2017"
"Arian Foster",2014,"HOU","28","RB","13","13","260","1246","8","51","4.8","95.8","2","13","59","38","64.40%","327","8.6","5","56","5.5","2.9","25.2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arrelious Benn",2016,"JAX","28",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"0","10","5","50.0%","116","23.2","1","51","11.6","0.3","7.7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asante Cleveland",2015,"NWE","23","te","4",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","100.0%","1","1","0","1","1","0.3","0.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Auden Tate",2018,"CIN","21",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"0","12","4","33.30%","35","8.8","0","15","2.9","0.6","5","0",2017,"Florida State","ACC","0","13.7","12","10",NA,NA,NA,"0","0",NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"40","25",NA,NA,NA,"548","409",NA,NA,NA,"10","6",NA,NA,NA,"40","25",NA,NA,NA,"548","409",NA,NA,NA,"13.7","16.4",NA,NA,NA,"10","6",NA,NA,NA,2018,"WR",21,0,"Florida St.","College Stats","5-Jun",228,4.68,31,NA,112,NA,NA,"Cincinnati Bengals / 7th / 253rd pick /<U+00A0>2018"
"Austin Carr",2018,"NOR","25","wr","14",NA,NA,NA,NA,NA,NA,NA,NA,"2","14","9","64.30%","97","10.8","2","25","6.9","0.6","6.9","0",2016,"Northwestern","Big Ten","0","13.9","13",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"90",NA,NA,NA,NA,"1247",NA,NA,NA,NA,"12",NA,NA,NA,NA,"90",NA,NA,NA,NA,"1247",NA,NA,NA,NA,"13.9",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin Davis",2014,"STL","25","QB","10","8","16","36","0","12","2.3","3.6","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Southern Mississippi","CUSA","110","8.0","14","13",NA,NA,NA,"110","145",NA,NA,NA,"352","452",NA,NA,NA,"3.2","3.1",NA,NA,NA,"4","10",NA,NA,NA,"1","1",NA,NA,NA,"8","17",NA,NA,NA,"0","1",NA,NA,NA,"111","146",NA,NA,NA,"360","469",NA,NA,NA,"3.2","3.2",NA,NA,NA,"4","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
